0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Destiny (1921),Original Title Der müde Tod,Status Released,Original Language German,Runtime 1h 45m,Budget -,Revenue -,Homepage -,Release Information,Lil Dagover,Walter Janssen,Bernhard Goetzke,Hans Sternberg,Karl Rückert,Max Adalbert,Full Cast & Crew
R... Rajkumar (2013),Status Released,Original Language Hindi,Runtime 2h 26m,Budget -,Revenue -,Homepage -,Release Information,Shahid Kapoor,Sonakshi Sinha,Sonu Sood,Mukul Dev,Asrani,Ragini Dwivedi,Full Cast & Crew,
Siccîn (2014),Original Title Siccin: Büyü Haramdir,Status Released,Original Language Turkish,Runtime 1h 36m,Budget -,Revenue -,Homepage -,Release Information,Toygun Ates,Merve Ates,Pinar Caglar Genctürk,Aydan Cakir,Gunes Galava,Ebru Kaymakci,Full Cast & Crew
Stand by Me Doraemon (2014),Status Released,Original Language Japanese,Runtime 1h 30m,"Budget $35,000,000.00","Revenue $83,061,158.00",Homepage http://doraemon-3d.com/,Release Information,Wasabi Mizuta,Yumi Kakazu,Tomokazu Seki,Satoshi Tsumabuki,Vanilla Yamazaki,Sachi Matsumoto,Full Cast & Crew,
Grease 2 (1982),Status Released,Original Language English,Runtime 1h 55m,"Budget $13,200,000.00","Revenue $15,171,476.00",Homepage -,Release Information,Maxwell Caulfield,Michelle Pfeiffer,Lorna Luft,Maureen Teefy,Pamela Adlon,Alison Price,Full Cast & Crew,
The Drownsman (2014),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage http://www.blackfawnfilms.com/,Release Information,Michelle Mylett,Caroline Palmer,Ry Barrett,Gemma Bird Matheson,Sydney Kondruss,Clare Bastable,Full Cast & Crew,
Milk Brothers (1976),Original Title Süt Kardeşler,Status Released,Original Language Turkish,Runtime 1h 20m,Budget -,Revenue -,Homepage -,Release Information,Kemal Sunal,Halit Akcatepe,Hale Soygazi,Adile Naşit,Şener Şen,Ayşen Gruda,Full Cast & Crew
Blood of the Templars (2004),Original Title Das Blut der Templer,Status Released,Original Language German,Runtime 3h 0m,Budget -,Revenue -,Homepage -,Release Information,Harald Krassnitzer,Mirko Lang,Catherine Flemming,Alicja Bachleda-Curuś,Saulius Balandis,Stephan Barth,Full Cast & Crew
The Thaw (2009),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Val Kilmer,Martha MacIsaac,Aaron Ashmore,Kyle Schmid,Anne Marie DeLuise,Alejandro Rae,Full Cast & Crew,
My Little Eye (2002),Status Released,Original Language English,Runtime 1h 35m,"Budget $3,000,000.00",Revenue -,Homepage -,Release Information,Sean Cw Johnson,Kris Lemche,Stephen O'Reilly,Laura Regan,Jennifer Sky,Bradley Cooper,Full Cast & Crew,
The Body (2001),Status Released,Original Language English,Runtime 1h 49m,Budget -,Revenue -,Homepage -,Release Information,Antonio Banderas,Olivia Williams,Jason Flemyng,John Shrapnel,Derek Jacobi,Lillian Lux,Full Cast & Crew,
Dragon Ball Z: Broly - Second Coming (1994),Original Title Doragon Bōru Zetto: Kiken na Futari! Sūpā Senshi wa Nemurenai,Status Released,Original Language Japanese,Runtime 0h 48m,Budget -,Revenue -,Homepage -,Release Information,Bin Shimada,Masako Nozawa,Takeshi Kusao,Kara Edwards,Full Cast & Crew,,
Hella W (2011),Status Released,Original Language Finnish,Runtime -,"Budget $2,500,000.00",Revenue -,Homepage -,Release Information,Tiina Weckström,Maria Heiskanen,Pirkka-Pekka Petelius,Antti Litja,Svante Martin,Full Cast & Crew,,
"Faraway, So Close! (1993)","Original Title In weiter Ferne, so nah!",Status Released,Original Language German,Runtime 2h 24m,Budget -,"Revenue $810,455.00",Homepage -,Release Information,Otto Sander,Bruno Ganz,Nastassja Kinski,Peter Falk,Solveig Dommartin,Heinz Rühmann,Full Cast & Crew
Ghost Team One (2013),Status Released,Original Language English,Runtime 1h 47m,Budget -,"Revenue $9,195.00",Homepage http://ghostteamone.com/,Release Information,Carlos Santos,J.R. Villarreal,Tony Cavalero,Meghan Falcone,Fernanda Romero,James Babson,Full Cast & Crew,
The Division: Agent Origins (2016),Status Released,Original Language English,Runtime 0h 31m,Budget -,Revenue -,Homepage https://www.youtube.com/playlist?list=PLpwyzkZha0Z6qbceVlKbD0B6SrYaWpZVG,Release Information,Matt Lynch,Sasha Andreev,Amanda Day,Danny August Mason,Chad Zwadlo,Full Cast & Crew,,
Abbott and Costello Meet Frankenstein (1948),Original Title Bud Abbott Lou Costello Meet Frankenstein,Status Released,Original Language English,Runtime 1h 23m,Budget -,Revenue -,Homepage -,Release Information,Bud Abbott,Lou Costello,Lon Chaney Jr.,Bela Lugosi,Glenn Strange,Jane Randolph,Full Cast & Crew
Naomi and Ely's No Kiss List (2015),Status Released,Original Language English,Runtime 1h 29m,Budget -,Revenue -,Homepage -,Release Information,Victoria Justice,Pierson Fode,Matthew Daddario,Ryan Ward,Danny Flaherty,Griffin Newman,Full Cast & Crew,
The Incredibles 2 (2019),Status Released,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
Affliction (1997),Status Released,Original Language English,Runtime 1h 54m,"Budget $6,000,000.00","Revenue $6,330,054.00",Homepage -,Release Information,Nick Nolte,James Coburn,Sissy Spacek,Willem Dafoe,Brigid Tierney,Holmes Osborne,Full Cast & Crew,
Bucky Larson: Born to Be a Star (2011),Status Released,Original Language English,Runtime 1h 37m,"Budget $10,000,000.00",Revenue -,Homepage http://www.buckylarson.com/,Release Information,Nick Swardson,Christina Ricci,Stephen Dorff,Don Johnson,Ido Mosseri,Kevin Nealon,Full Cast & Crew,
90 Minutes (2012),Original Title 90 Minutter,Status Released,Original Language Norwegian Bokmål,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Aksel Hennie,Pia Tjelta,Bjørn Floberg,Mads Ousdal,Kaia Varjord,Fred Heggland,Full Cast & Crew
Calculator (2014),Original Title Вычислитель,Status Released,Original Language Russian,Runtime 2h 0m,"Budget $2,200,000.00",Revenue -,Homepage -,Release Information,Evgeny Mironov,Vinnie Jones,Anna Chipovskaya,Vladas Bagdonas,Kirill Kozakov,Full Cast & Crew,
Cold Fish (2010),Original Title 冷たい熱帯魚,Status Released,Original Language Japanese,Runtime 2h 24m,Budget -,Revenue -,Homepage -,Release Information,Mitsuru Fukikoshi,Denden,Megumi Kagurazaka,Hikari Kajiwara,Asuka Kurosawa,Tetsu Watanabe,Full Cast & Crew
Killer's Kiss (1955),Status Released,Original Language English,Runtime 1h 7m,"Budget $75,000.00",Revenue -,Homepage -,Release Information,Frank Silvera,Jamie Smith,Irene Kane,Jerry Jarrett,Mike Dana,Felice Orlandi,Full Cast & Crew,
Terminus (2015),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Jai Koutrae,Kendra Appleton,Todd Lascane,Bren Foster,Brendan Clearkin,William Emmons,Full Cast & Crew,
"Moscow, Belgium (2008)",Original Title Aanrijding in Moscou,Status Released,Original Language Dutch,Runtime 1h 42m,"Budget $560,000.00","Revenue $1,500,000.00",Homepage http://www.moscow-belgium.com/index.php,Release Information,Barbara Sarafian,Jurgen Delnaet,Johan Heldenbergh,Anemone Valcke,Sofia Ferri,Julian Borsani,Full Cast & Crew
Dora or The Sexual Neuroses of Our Parents (2015),Original Title Dora oder Die sexuellen Neurosen unserer Eltern,Status Released,Original Language German,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Victoria Schulz,Jenny Schily,Lars Eidinger,Urs Jucker,Dennis Oestreich,Full Cast & Crew,
Dark Island (2010),Status Released,Original Language English,Runtime 1h 27m,Budget -,Revenue -,Homepage -,Release Information,Jai Koutrae,Mary Christina Brown,Victoria Floro,Rob O'Brien,Eric Raymond Lim,Rodney Wiseman,Full Cast & Crew,
The Last Circus (2010),Original Title Balada triste de trompeta,Status Released,Original Language English,Runtime 1h 41m,"Budget $7,000,000.00","Revenue $3,218,666.00",Homepage http://baladatristedetrompeta.blogspot.com/,Release Information,Santiago Segura,Antonio de la Torre,Raúl Arévalo,Fran Perea,Carolina Bang,Carlos Areces,Full Cast & Crew
Suburban Commando (1991),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage -,Release Information,Terry Gene Bollea,Christopher Lloyd,Shelley Duvall,Larry Miller,William Ball,Jo Ann Dearing,Full Cast & Crew,
Pettson & Findus - Kattonauten (2000),Status Released,Original Language English,Runtime 1h 20m,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
Neerja (2016),Status Post Production,Original Language Hindi,Runtime 2h 2m,"Budget $10,721,568.00","Revenue $2,978,994.00",Homepage https://www.facebook.com/foxstarhindi/,Release Information,Sonam Kapoor,Shabana Azmi,Shekhar Ravjiani,Full Cast & Crew,,,,
Joseph (1995),Status Released,Original Language English,Runtime 2h 58m,Budget -,Revenue -,Homepage -,Release Information,Ben Kingsley,Paul Mercurio,Dominique Sanda,Lesley Ann Warren,Martin Landau,Alice Krige,Full Cast & Crew,
Mutants (2009),Status Released,Original Language French,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Hélène de Fougerolles,Francis Renaud,Dida Diafat,Marie-Sohna Conde,Nicolas Briançon,Luz Mandon,Full Cast & Crew,
In Which We Serve (1942),Status Released,Original Language English,Runtime 1h 55m,Budget -,Revenue -,Homepage -,Release Information,Noël Coward,Derek Elphinstone,Michael Wilding,John Mills,Robert Sansom,Philip Friend,Full Cast & Crew,
First Dog (2010),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage http://firstdogus.com/index.html,Release Information,Eric Roberts,Tommy Lister,Linda Bella,Kamilla Bjorlin,Eliza Roberts,John-Paul Howard,Full Cast & Crew,
Daguerrotype (2016),Status Released,Original Language English,Runtime 2h 11m,Budget -,Revenue -,Homepage http://tiff.net/films/daguerrotype/,Release Information,Tahar Rahim,Constance Rousseau,Olivier Gourmet,Mathieu Amalric,Full Cast & Crew,,,
Jesus (1999),Status Released,Original Language English,Runtime 4h 0m,"Budget $20,000,000.00",Revenue -,Homepage -,Release Information,Jeremy Sisto,Armin Mueller-Stahl,Debra Messing,Gary Oldman,David O'Hara,Claudio Amendola,Full Cast & Crew,
They Wait (2007),Status Released,Original Language English,Runtime 1h 29m,Budget -,Revenue -,Homepage -,Release Information,Jaime King,Terry Chen,Cheng Pei-Pei,Henry O,Michael Biehn,Full Cast & Crew,,
The Pack (2010),Original Title La Meute,Status Released,Original Language English,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Yolande Moreau,Emilie Dequenne,Benjamin Biolay,Philippe Nahon,Ian Fonteyn,Nicolas Leroy,Full Cast & Crew
Summer Storm (2004),Original Title Sommersturm,Status Released,Original Language English,Runtime 1h 38m,"Budget $2,700,000.00",Revenue -,Homepage http://www.sommersturm.de/main.html,Release Information,Robert Stadlober,Kostja Ullmann,Alicja Bachleda-Curuś,Jürgen Tonkel,Tristano Casanova,Miriam Morgenstern,Full Cast & Crew
Pépé le Moko (1937),Status Released,Original Language French,Runtime 1h 34m,Budget -,"Revenue $153,936.00",Homepage -,Release Information,Jean Gabin,Gabriel Gabrio,Saturnin Fabre,Fernand Charpin,Lucas Gridoux,Gilbert Gil,Full Cast & Crew,
The 10th Kingdom (2000),Status Released,Original Language English,Runtime 6h 57m,Budget -,Revenue -,Homepage -,Release Information,Kimberly Williams-Paisley,Scott Cohen,John Larroquette,Dianne Wiest,Ed O'Neill,Camryn Manheim,Full Cast & Crew,
B-Girl (2009),Status Released,Original Language English,Runtime 1h 24m,Budget -,Revenue -,Homepage http://www.bgirlmovie.com/,Release Information,Julie 'Jules' Urich,Missy Yager,Wesley Jonathan,Drew Sidora,Aimee Garcia,James Martinez,Full Cast & Crew,
The Crash Reel (2013),Status Released,Original Language English,Runtime 1h 48m,Budget -,Revenue -,Homepage -,Release Information,Kevin Pearce,Shaun White,Scotty Lago,Jake Burton,Mason Aguirre,Danny Davis,Full Cast & Crew,
The Legend of Hell's Gate: An American Conspiracy (2011),Status Released,Original Language English,Runtime 1h 48m,Budget -,Revenue -,Homepage -,Release Information,Eric Balfour,Lou Taylor Pucci,Henry Thomas,James Lafferty,Summer Glau,Jenna Dewan,Full Cast & Crew,
A Cinderella Story: If the Shoe Fits (2016),Status Released,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Sofia Carson,Thomas Law,Jennifer Tilly,Amy Loiuse Wilson,Jazzara Jaslyn,Nicole Fortuin,Full Cast & Crew,
The Wrecking Crew (1968),Status Released,Original Language English,Runtime 1h 45m,Budget -,Revenue -,Homepage -,Release Information,Dean Martin,Elke Sommer,Sharon Tate,Nancy Kwan,Nigel Green,Tina Louise,Full Cast & Crew,
Enter Nowhere (2011),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Sara Paxton,Scott Eastwood,Shaun Sipos,Katherine Waterston,Leigh Lezark,Jesse Perez,Full Cast & Crew,
Still Life (2013),Status Post Production,Original Language English,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Eddie Marsan,Joanne Froggatt,Karen Drury,Andrew Buchan,Neil D'Souza,Full Cast & Crew,,
The Case of the Smiling Stiffs (1973),Status Released,Original Language English,Runtime 1h 5m,Budget -,Revenue -,Homepage -,Release Information,Sheila Stuart,Jed Ziegler,Cathy Walker,Kenny Abston,Geoffrey Knowles,Victoria Holloway,Full Cast & Crew,
The Fool (2014),Original Title Дурак,Status Released,Original Language Russian,Runtime 1h 56m,Budget -,Revenue -,Homepage -,Release Information,Artyom Bystrov,Natalya Surkova,Yuriy Tsurilo,Sergei Artsybashev,Boris Nevzorov,Dariya Moroz,Full Cast & Crew
Creature (1998),Status Released,Original Language English,Runtime 2h 56m,Budget -,Revenue -,Homepage -,Release Information,Craig T. Nelson,Kim Cattrall,Colm Feore,Cress Williams,Michael Reilly Burke,Michael Michele,Full Cast & Crew,
Varsity Blues (1999),Status Released,Original Language English,Runtime 1h 46m,Budget -,Revenue -,Homepage -,Release Information,James Van Der Beek,Amy Smart,Jon Voight,Paul Walker,Ron Lester,Scott Caan,Full Cast & Crew,
Shiloh (1996),Status Released,Original Language English,Runtime 1h 33m,Budget -,Revenue -,Homepage -,Release Information,Blake Heron,J. Madison Wright,Michael Moriarty,Scott Wilson,Rod Steiger,Full Cast & Crew,,
Life Partners (2014),Status Released,Original Language English,Runtime 1h 35m,Budget -,"Revenue $8,265.00",Homepage http://www.magpictures.com/lifepartners/,Release Information,Leighton Meester,Gillian Jacobs,Adam Brody,Gabourey Sidibe,Beth Dover,Abby Elliott,Full Cast & Crew,
Finders Keepers (2014),Status Released,Original Language English,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Jaime Pressly,Kylie Rogers,Tobin Bell,Patrick Muldoon,Mark DeCarlo,Justina Machado,Full Cast & Crew,
Afro Samurai (2007),Status Released,Original Language English,Runtime 2h 5m,Budget -,Revenue -,Homepage -,Release Information,Samuel L. Jackson,Phil LaMarr,Ron Perlman,Yuri Lowenthal,Full Cast & Crew,,,
Mr. Magorium's Wonder Emporium (2007),Status Released,Original Language English,Runtime 1h 33m,Budget -,"Revenue $69,474,661.00",Homepage http://www.magorium.com/,Release Information,Dustin Hoffman,Natalie Portman,Jason Bateman,Zach Mills,Jonathan Potts,Rebecca Northan,Full Cast & Crew,
Shoot on Sight (2008),Status Released,Original Language English,Runtime 1h 52m,Budget -,Revenue -,Homepage -,Release Information,Naseeruddin Shah,Greta Scacchi,Gulshan Grover,Om Puri,India Wadsworth,Brian Cox,Full Cast & Crew,
12 Dates of Christmas (2011),Status Released,Original Language English,Runtime 1h 29m,Budget -,Revenue -,Homepage -,Release Information,Amy Smart,Mark-Paul Gosselaar,Benjamin Ayres,Laura Miyata,Full Cast & Crew,,,
Private Property (2006),Original Title Nue propriété,Status Released,Original Language English,Runtime 1h 35m,Budget -,Revenue -,Homepage -,Release Information,Isabelle Huppert,Jérémie Renier,Yannick Rénier,Patrick Descamps,Kris Cuppens,Full Cast & Crew,
I Corrupt All Cops (2009),Original Title Gam chin dai gwok,Status Released,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Eason Chan,Tony Leung Ka-Fai,Anthony Wong,Full Cast & Crew,,,
Minions: Banana (2010),Status Released,Original Language English,Runtime 0h 4m,Budget -,Revenue -,Homepage -,Release Information,Pierre Coffin,Full Cast & Crew,,,,,,
I Want Someone to Eat Cheese With (2006),Status Released,Original Language English,Runtime 1h 20m,Budget -,Revenue -,Homepage -,Release Information,Jeff Garlin,Sarah Silverman,Bonnie Hunt,Elle Fanning,Jessy Schram,Full Cast & Crew,,
Into the White (2012),Status Released,Original Language English,Runtime 1h 40m,Budget -,Revenue $704.00,Homepage -,Release Information,Stig Henrik Hoff,Lachlan Nieboer,Rupert Grint,Florian Lukas,David Kross,Full Cast & Crew,,
Blind Date (2007),Status Released,Original Language English,Runtime 1h 20m,Budget -,Revenue -,Homepage -,Release Information,Stanley Tucci,Patricia Clarkson,Thijs Römer,Gerdy De Decker,Georgina Verbaan,Robin Holzhauer,Full Cast & Crew,
The Loved Ones (2009),Status Released,Original Language English,Runtime 1h 24m,Budget -,Revenue -,Homepage http://www.thelovedonesmovie.com/,Release Information,Xavier Samuel,Jessica McNamee,Robin McLeavy,Victoria Thaine,John Brumpton,Fred Whitlock,Full Cast & Crew,
Death of a President (2006),Status Released,Original Language English,Runtime 1h 37m,"Budget $2,000,000.00","Revenue $167,000.00",Homepage http://www.deathofapresident.com/,Release Information,Hend Ayoub,Becky Ann Baker,Brian Boland,Nathan Geist,Full Cast & Crew,,,
Neverwas (2005),Status Released,Original Language English,Runtime 1h 48m,Budget -,Revenue -,Homepage -,Release Information,Ian McKellen,Aaron Eckhart,Brittany Murphy,Nick Nolte,Jessica Lange,William Hurt,Full Cast & Crew,
